species,date,year,time.of.obs,start.time,start.time.2,total.obs.mins,obs.hours,day.total,count.p.hour,wind.dir.speed,wind.direction,visibility,visibility.score,principle.observer,,,,,,,,,
COGO,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
COLO,10/17/20,2020,1336-1536,13:36,,120,2,1,0.5,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
COMU,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
COTE,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Cormorant sp.,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
DCCO,10/17/20,2020,1336-1536,13:36,,120,2,65,32.5,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Duck sp.,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
GBHE,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
GRCO,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
GREG,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
GRSC,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
GWTE,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
HADU,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
HOGR,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Jaeger sp.,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
LAGU,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
LTDU,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Large alcid sp.,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Loon sp.,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
MALL,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
MALL/ABDU,10/17/20,2020,1336-1536,13:36,,120,2,2,1,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
NOGA,10/17/20,2020,1336-1536,13:36,,120,2,22,11,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
NOPI,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
PAJA,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
POJA,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
RAZO,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
RBGU,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
RBME,10/17/20,2020,1336-1536,13:36,,120,2,4,2,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
RNGR,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
RNPH,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
RTLO,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
SUSC,10/17/20,2020,1336-1536,13:36,,120,2,1,0.5,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Scoter sp.,10/17/20,2020,1336-1536,13:36,,120,2,2,1,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Shearwater sp.,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
Tern sp.,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
WODU,10/17/20,2020,1336-1536,13:36,,120,2,0,0,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
WWSC,10/17/20,2020,1336-1536,13:36,,120,2,1,0.5,WNW 25,WNW,4 mi to 11 mi,3,AK,,,,,,,,,
ABDU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
BLGU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,2,0.4,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
BLKI,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
BLSC,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
BLSK,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
BOGU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
BRAN,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
BUFF,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Bird sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
CANG,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
CATE,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
COEI,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,144,28.8,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
COGO,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
COLO,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,24,4.8,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
COMU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
COTE,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Cormorant sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
DCCO,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,1511,302.2,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Duck sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,106,21.2,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
GBHE,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
GRCO,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,2,0.4,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
GREG,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
GRSC,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
GWTE,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
HADU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
HOGR,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Jaeger sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
LAGU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
LTDU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Large alcid sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Loon sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
MALL,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
MALL/ABDU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
NOGA,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,50,10,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
NOPI,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
PAJA,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
POJA,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
RAZO,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
RBGU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
RBME,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
RNGR,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
RNPH,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
RTLO,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
SUSC,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Scoter sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,15,3,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Shearwater sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
Tern sp.,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
WODU,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,0,0,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
WWSC,10/18/20,2020,"0634-0934, 1307-1508",6:34,13:07,300,5,8,1.6,NNW 5/ SE 7,NNW,unlimited,4,AK,,,,,,,,,
ABDU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
BLGU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
BLKI,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
BLSC,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
BLSK,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
BOGU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
BRAN,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
BUFF,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Bird sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
CANG,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
CATE,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
COEI,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,238,47.6,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
COGO,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
COLO,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,27,5.4,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
COMU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
COTE,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Cormorant sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,140,28,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
DCCO,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,1007,201.4,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Duck sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,61,12.2,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
GBHE,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
GRCO,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
GREG,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
GRSC,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
GWTE,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
HADU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
HOGR,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Jaeger sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
LAGU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
LTDU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Large alcid sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Loon sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
MALL,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
MALL/ABDU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
NOGA,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,2,0.4,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
NOPI,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
PAJA,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
POJA,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
RAZO,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
RBGU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
RBME,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,1,0.2,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
RNGR,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
RNPH,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
RTLO,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,1,0.2,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
SUSC,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Scoter sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,71,14.2,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Shearwater sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
Tern sp.,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
WODU,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,0,0,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
WWSC,10/19/20,2020,"0631-0931, 1236-1436",6:31,12:36,300,5,7,1.4,SE 4-6,SE,unlimited,4,AK,,,,,,,,,
ABDU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
BLGU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
BLKI,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
BLSC,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
BLSK,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
BOGU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
BRAN,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
BUFF,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Bird sp.,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
CANG,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
CATE,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
COEI,10/20/20,2020,0624-0924,6:24,,300,5,142,28.4,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
COGO,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
COLO,10/20/20,2020,0624-0924,6:24,,300,5,12,2.4,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
COMU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
COTE,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Cormorant sp.,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
DCCO,10/20/20,2020,0624-0924,6:24,,300,5,646,129.2,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Duck sp.,10/20/20,2020,0624-0924,6:24,,300,5,10,2,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
GBHE,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
GRCO,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
GREG,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
GRSC,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
GWTE,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
HADU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
HOGR,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Jaeger sp.,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
LAGU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
LTDU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Large alcid sp.,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Loon sp.,10/20/20,2020,0624-0924,6:24,,300,5,1,0.2,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
MALL,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
MALL/ABDU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
NOGA,10/20/20,2020,0624-0924,6:24,,300,5,120,24,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
NOPI,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
PAJA,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
POJA,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
RAZO,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
RBGU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
RBME,10/20/20,2020,0624-0924,6:24,,300,5,1,0.2,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
RNGR,10/20/20,2020,0624-0924,6:24,,300,5,1,0.2,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
RNPH,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
RTLO,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
SUSC,10/20/20,2020,0624-0924,6:24,,300,5,27,5.4,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Scoter sp.,10/20/20,2020,0624-0924,6:24,,300,5,17,3.4,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Shearwater sp.,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
Tern sp.,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
WODU,10/20/20,2020,0624-0924,6:24,,300,5,0,0,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
WWSC,10/20/20,2020,0624-0924,6:24,,300,5,1,0.2,SSE5/ SSW12,SSE,unlimited / 4-11 mi,4,AK,,,,,,,,,
ABDU,10/21/20,2020,"0628-0929, 1321-1351",6:28,13:21,200,3.333333333,0,0,NE13,NE,Unlimited/ <1mi,3,AK,,,,,,,,,
